"Код населённого пункта;Населённый пункт;Численность населения;Код региона;Регион (область);Код федерального округа;Федеральный округ;Код страты;Страта;"
"10582;Макушино, Курганская область;6603;2048;Курганская область;6;Уральский;100546;Менее 100тыс;"
"11659;Малаховка, Московская область;25898;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"10762;Малая Вишера, Новгородская область;9477;2056;Новгородская область;3;Северо-Западный;100546;Менее 100тыс;"
"10043;Малгобек, Республика Ингушетия;38704;2006;Республика Ингушетия;8;Северо-Кавказский;100546;Менее 100тыс;"
"11660;Малино, Московская область;3426;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"11661;Малиновое Озеро, Алтайский край;2552;2023;Алтайский край;5;Сибирский;100546;Менее 100тыс;"
"11662;Малиновский, Ханты-Мансийский автономный округ - Югра;2139;2083;Ханты-Мансийский автономный округ - Югра;6;Уральский;100546;Менее 100тыс;"
"10556;Малмыж, Кировская область;6615;2046;Кировская область;7;Приволжский;100546;Менее 100тыс;"
"10804;Малоархангельск, Орловская область;3517;2060;Орловская область;1;Центральный;100546;Менее 100тыс;"
"11663;Малое Козино, Нижегородская область;923;2055;Нижегородская область;7;Приволжский;100546;Менее 100тыс;"
"11664;Малошуйка, Архангельская область;1844;2033;Архангельская область;3;Северо-Западный;100546;Менее 100тыс;"
"10518;Малоярославец, Калужская область;42899;2044;Калужская область;1;Центральный;100546;Менее 100тыс;"
"11665;Малышева, Свердловская область;8309;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"11666;Мама, Иркутская область;2401;2042;Иркутская область;5;Сибирский;100546;Менее 100тыс;"
"10143;Мамадыш, Республика Татарстан;15819;2017;Республика Татарстан;7;Приволжский;100546;Менее 100тыс;"
"11667;Мамакан, Иркутская область;1674;2042;Иркутская область;5;Сибирский;100546;Менее 100тыс;"
"11668;Мамедкала, Республика Дагестан;10962;2005;Республика Дагестан;8;Северо-Кавказский;100546;Менее 100тыс;"
"10493;Мамоново, Калининградская область;8177;2043;Калининградская область;3;Северо-Западный;100546;Менее 100тыс;"
"11669;Манас, Республика Дагестан;6891;2005;Республика Дагестан;8;Северо-Кавказский;100546;Менее 100тыс;"
"10572;Мантурово, Костромская область;12450;2047;Костромская область;1;Центральный;100546;Менее 100тыс;"
"10536;Мариинск, Кемеровская область;39883;2045;Кемеровская область;5;Сибирский;100546;Менее 100тыс;"
"10175;Мариинский Посад, Чувашская республика;7468;2022;Чувашская Республика;7;Приволжский;100546;Менее 100тыс;"
"11670;Мари-Турек, Республика Марий Эл;4213;2013;Республика Марий Эл;7;Приволжский;100546;Менее 100тыс;"
"11671;Маркова, Иркутская область;39940;2042;Иркутская область;5;Сибирский;100546;Менее 100тыс;"
"10888;Маркс, Саратовская область;28313;2066;Саратовская область;7;Приволжский;100546;Менее 100тыс;"
"11672;Мартюш, Свердловская область;3851;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"11673;Марусино, Московская область;9499;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"11674;Марьяновка, Омская область;8570;2058;Омская область;5;Сибирский;100546;Менее 100тыс;"
"11675;Маслова Пристань, Белгородская область;5676;2035;Белгородская область;1;Центральный;100546;Менее 100тыс;"
"11676;Маслянино, Новосибирская область;13114;2057;Новосибирская область;5;Сибирский;100546;Менее 100тыс;"
"10038;Махачкала, Республика Дагестан;625322;2005;Республика Дагестан;8;Северо-Кавказский;100543;От 500 тыс. до 1млн.;"
"11677;Махнево, Свердловская область;2598;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"11678;Мга, Ленинградская область;11119;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"10363;Мглин, Брянская область;6727;2036;Брянская область;1;Центральный;100546;Менее 100тыс;"
"11105;Мегион, Ханты-Мансийский автономный округ - Югра;53203;2083;Ханты-Мансийский автономный округ - Югра;6;Уральский;100546;Менее 100тыс;"
"11679;Медведево, Республика Марий Эл;22555;2013;Республика Марий Эл;7;Приволжский;100546;Менее 100тыс;"
"11680;Медведицкий, Волгоградская область;969;2038;Волгоградская область;2;Южный;100546;Менее 100тыс;"
"11681;Медведка, Пермский край;261;2028;Пермский край;7;Приволжский;100546;Менее 100тыс;"
"10065;Медвежьегорск, Республика Карелия;11497;2010;Республика Карелия;3;Северо-Западный;100546;Менее 100тыс;"
"11682;Медвенка, Курская область;4271;2049;Курская область;1;Центральный;100546;Менее 100тыс;"
"10794;Медногорск, Оренбургская область;22723;2059;Оренбургская область;7;Приволжский;100546;Менее 100тыс;"
"11683;Медногорский, Карачаево-Черкесская Республика;5459;2009;Карачаево-Черкесская Республика;8;Северо-Кавказский;100546;Менее 100тыс;"
"10519;Медынь, Калужская область;8057;2044;Калужская область;1;Центральный;100546;Менее 100тыс;"
"10014;Межгорье, Республика Башкортостан;15475;2003;Республика Башкортостан;7;Приволжский;100546;Менее 100тыс;"
"10537;Междуреченск, Кемеровская область;94435;2045;Кемеровская область;5;Сибирский;100546;Менее 100тыс;"
"11684;Междуреченск, Республика Коми;963;2011;Республика Коми;3;Северо-Западный;100546;Менее 100тыс;"
"11685;Междуреченск, Самарская область;2475;2065;Самарская область;7;Приволжский;100546;Менее 100тыс;"
"11686;Междуреченский, Ханты-Мансийский автономный округ - Югра;11143;2083;Ханты-Мансийский автономный округ - Югра;6;Уральский;100546;Менее 100тыс;"
"11687;Межевой, Челябинская область;4913;2076;Челябинская область;6;Уральский;100546;Менее 100тыс;"
"11688;Межозерный, Челябинская область;6400;2076;Челябинская область;6;Уральский;100546;Менее 100тыс;"
"10332;Мезень, Архангельская область;2797;2033;Архангельская область;3;Северо-Западный;100546;Менее 100тыс;"
"10386;Меленки, Владимирская область;12725;2037;Владимирская область;1;Центральный;100546;Менее 100тыс;"
"10015;Мелеуз, Республика Башкортостан;54847;2003;Республика Башкортостан;7;Приволжский;100546;Менее 100тыс;"
"11689;Мелехово , Владимирская область;6425;2037;Владимирская область;1;Центральный;100546;Менее 100тыс;"
"11690;Менделеево, Московская область;6196;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"10144;Менделеевск, Республика Татарстан;22371;2017;Республика Татарстан;7;Приволжский;100546;Менее 100тыс;"
"10145;Мензелинск, Республика Татарстан;15817;2017;Республика Татарстан;7;Приволжский;100546;Менее 100тыс;"
"10520;Мещовск, Калужская область;3689;2044;Калужская область;1;Центральный;100546;Менее 100тыс;"
"11056;Миасс, Челябинская область;146650;2076;Челябинская область;6;Уральский;100545;От 100 тыс. до 250 тыс.;"
"10077;Микунь, Республика Коми;8197;2011;Республика Коми;3;Северо-Западный;100546;Менее 100тыс;"
"10845;Миллерово, Ростовская область;34246;2063;Ростовская область;2;Южный;100546;Менее 100тыс;"
"11691;Милославское, Рязанская область;4142;2064;Рязанская область;1;Центральный;100546;Менее 100тыс;"
"10302;Минеральные Воды, Ставропольский край;68761;2030;Ставропольский край;8;Северо-Кавказский;100546;Менее 100тыс;"
"10248;Минусинск, Красноярский край;68034;2027;Красноярский край;5;Сибирский;100546;Менее 100тыс;"
"11057;Миньяр, Челябинская область;8049;2076;Челябинская область;6;Уральский;100546;Менее 100тыс;"
"10333;Мирный, Архангельская область;27034;2033;Архангельская область;3;Северо-Западный;100546;Менее 100тыс;"
"11692;Мирный, Кировская область;3000;2046;Кировская область;7;Приволжский;100546;Менее 100тыс;"
"11693;Мирный, Московская область;6737;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"10114;Мирный, Республика Саха (Якутия);34295;2015;Республика Саха (Якутия);4;Дальневосточный;100546;Менее 100тыс;"
"11694;Мирный, Самарская область;7268;2065;Самарская область;7;Приволжский;100546;Менее 100тыс;"
"10858;Михайлов, Рязанская область;9618;2064;Рязанская область;1;Центральный;100546;Менее 100тыс;"
"10406;Михайловка, Волгоградская область;54343;2038;Волгоградская область;2;Южный;100546;Менее 100тыс;"
"11695;Михайловка, Иркутская область;7322;2042;Иркутская область;5;Сибирский;100546;Менее 100тыс;"
"10939;Михайловск, Свердловская область;9626;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"10303;Михайловск, Ставропольский край;113701;2030;Ставропольский край;8;Северо-Кавказский;100545;От 100 тыс. до 250 тыс.;"
"11696;Михнево, Московская область;11310;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"10977;Мичуринск, Тамбовская область;87914;2070;Тамбовская область;1;Центральный;100546;Менее 100тыс;"
"11697;Мишелевка, Иркутская область;4459;2042;Иркутская область;5;Сибирский;100546;Менее 100тыс;"
"11698;Мишеронский, Московская область;4631;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"11699;Мишкино, Курганская область;6396;2048;Курганская область;6;Уральский;100546;Менее 100тыс;"
"11700;Многовершинный, Хабаровский край;1296;2031;Хабаровский край;4;Дальневосточный;100546;Менее 100тыс;"
"11701;Могзон, Забайкальский край;2719;2024;Забайкальский край;4;Дальневосточный;100546;Менее 100тыс;"
"10196;Могоча, Забайкальский край;12023;2024;Забайкальский край;4;Дальневосточный;100546;Менее 100тыс;"
"10679;Можайск, Московская область;32516;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"10160;Можга, Удмуртская республика;43065;2019;Удмуртская Республика;7;Приволжский;100546;Менее 100тыс;"
"10128;Моздок, Республика Северная Осетия — Алания;34841;2016;Республика Северная Осетия-Алания;8;Северо-Кавказский;100546;Менее 100тыс;"
"11702;Мокроус, Саратовская область;5540;2066;Саратовская область;7;Приволжский;100546;Менее 100тыс;"
"11703;Мокшан, Пензенская область;10409;2061;Пензенская область;7;Приволжский;100546;Менее 100тыс;"
"11704;Молодёжный, Московская область;2838;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"11705;Молоково, Тверская область;1720;2071;Тверская область;1;Центральный;100546;Менее 100тыс;"
"11706;Молочный, Мурманская область;3956;2054;Мурманская область;3;Северо-Западный;100546;Менее 100тыс;"
"11707;Монастырщина, Смоленская область;3113;2069;Смоленская область;1;Центральный;100546;Менее 100тыс;"
"11708;Монино, Московская область;20726;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"10723;Мончегорск, Мурманская область;38810;2054;Мурманская область;3;Северо-Западный;100546;Менее 100тыс;"
"11709;Мордово, Тамбовская область;5281;2070;Тамбовская область;1;Центральный;100546;Менее 100тыс;"
"11710;Морки, Республика Марий Эл;8530;2013;Республика Марий Эл;7;Приволжский;100546;Менее 100тыс;"
"10846;Морозовск, Ростовская область;23753;2063;Ростовская область;2;Южный;100546;Менее 100тыс;"
"11711;Мортка, Ханты-Мансийский автономный округ - Югра;3158;2083;Ханты-Мансийский автономный округ - Югра;6;Уральский;100546;Менее 100тыс;"
"10978;Моршанск, Тамбовская область;38049;2070;Тамбовская область;1;Центральный;100546;Менее 100тыс;"
"10521;Мосальск, Калужская область;4261;2044;Калужская область;1;Центральный;100546;Менее 100тыс;"
"11712;Москаленки, Омская область;8985;2058;Омская область;5;Сибирский;100546;Менее 100тыс;"
"11082;Москва;13274285;2078;Москва;1;Центральный;100540;Москва;"
"11713;Мостовской, Краснодарский край;25285;2026;Краснодарский край;2;Южный;100546;Менее 100тыс;"
"11714;Мотыгино , Красноярский край;4335;2027;Красноярский край;5;Сибирский;100546;Менее 100тыс;"
"11715;Мохсоголлох, Республика Саха (Якутия);5166;2015;Республика Саха (Якутия);4;Дальневосточный;100546;Менее 100тыс;"
"11716;Мошково, Новосибирская область;9377;2057;Новосибирская область;5;Сибирский;100546;Менее 100тыс;"
"11717;Мстёра , Владимирская область;4192;2037;Владимирская область;1;Центральный;100546;Менее 100тыс;"
"11718;Муезерский, Республика Карелия;2410;2010;Республика Карелия;3;Северо-Западный;100546;Менее 100тыс;"
"11719;Мулловка, Ульяновская область;4753;2075;Ульяновская область;7;Приволжский;100546;Менее 100тыс;"
"11720;Мульда, Республика Коми;13;2011;Республика Коми;3;Северо-Западный;100546;Менее 100тыс;"
"11721;Мундыбаш, Кемеровская область - Кузбасс;3883;2045;Кемеровская область;5;Сибирский;100546;Менее 100тыс;"
"11122;Муравленко, Ямало-Ненецкий автономный округ;29529;2085;Ямало-Ненецкий автономный округ;6;Уральский;100546;Менее 100тыс;"
"10557;Мураши, Кировская область;5261;2046;Кировская область;7;Приволжский;100546;Менее 100тыс;"
"11722;Мурино, Ленинградская область;116293;2050;Ленинградская область;3;Северо-Западный;100545;От 100 тыс. до 250 тыс.;"
"10724;Мурманск, Мурманская область;264339;2054;Мурманская область;3;Северо-Западный;100544;От 250 тыс. до 500 тыс.;"
"11723;Мурмаши, Мурманская область;9139;2054;Мурманская область;3;Северо-Западный;100546;Менее 100тыс;"
"10387;Муром, Владимирская область;104078;2037;Владимирская область;1;Центральный;100545;От 100 тыс. до 250 тыс.;"
"11724;Муромцево, Омская область;9020;2058;Омская область;5;Сибирский;100546;Менее 100тыс;"
"11725;Мурыгино, Кировская область;5883;2046;Кировская область;7;Приволжский;100546;Менее 100тыс;"
"11726;Мухен, Хабаровский край;2897;2031;Хабаровский край;4;Дальневосточный;100546;Менее 100тыс;"
"11727;Мухтолово, Нижегородская область;4248;2055;Нижегородская область;7;Приволжский;100546;Менее 100тыс;"
"11728;Мучкапский, Тамбовская область;5631;2070;Тамбовская область;1;Центральный;100546;Менее 100тыс;"
"10805;Мценск, Орловская область;35116;2060;Орловская область;1;Центральный;100546;Менее 100тыс;"
"11729;Мыс Шмидта, Чукотский автономный округ;33;2084;Чукотский автономный округ;4;Дальневосточный;100546;Менее 100тыс;"
"10538;Мыски, Кемеровская область;38720;2045;Кемеровская область;5;Сибирский;100546;Менее 100тыс;"
"10680;Мытищи, Московская область;278693;2053;Московская область;1;Центральный;100544;От 250 тыс. до 500 тыс.;"
"11074;Мышкин, Ярославская область;5435;2077;Ярославская область;1;Центральный;100546;Менее 100тыс;"
"11730;Мяунджа, Магаданская область;985;2052;Магаданская область;4;Дальневосточный;100546;Менее 100тыс;"
"10146;Набережные Челны, Республика Татарстан;548221;2017;Республика Татарстан;7;Приволжский;100543;От 500 тыс. до 1млн.;"
"10748;Навашино, Нижегородская область;14010;2055;Нижегородская область;7;Приволжский;100546;Менее 100тыс;"
"11731;Навля , Брянская область;15380;2036;Брянская область;1;Центральный;100546;Менее 100тыс;"
"10452;Наволоки, Ивановская область;7639;2041;Ивановская область;1;Центральный;100546;Менее 100тыс;"
"11732;Нагорск, Кировская область;3904;2046;Кировская область;7;Приволжский;100546;Менее 100тыс;"
"11733;Надвоицы, Республика Карелия;5763;2010;Республика Карелия;3;Северо-Западный;100546;Менее 100тыс;"
"11123;Надым, Ямало-Ненецкий автономный округ;44046;2085;Ямало-Ненецкий автономный округ;6;Уральский;100546;Менее 100тыс;"
"10249;Назарово, Красноярский край;43770;2027;Красноярский край;5;Сибирский;100546;Менее 100тыс;"
"11734;Назия, Ленинградская область;6111;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"10044;Назрань, Республика Ингушетия;127994;2006;Республика Ингушетия;8;Северо-Кавказский;100545;От 100 тыс. до 250 тыс.;"
"10785;Называевск, Омская область;10144;2058;Омская область;5;Сибирский;100546;Менее 100тыс;"
"10047;Нальчик, Кабардино-Балкарская республика;245588;2007;Кабардино-Балкарская Республика;8;Северо-Кавказский;100545;От 100 тыс. до 250 тыс.;"
"10344;Нариманов, Астраханская область;10798;2034;Астраханская область;2;Южный;100546;Менее 100тыс;"
"10681;Наро-Фоминск, Московская область;76191;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"10048;Нарткала, Кабардино-Балкарская республика;33119;2007;Кабардино-Балкарская Республика;8;Северо-Кавказский;100546;Менее 100тыс;"
"11735;Нарышкино, Орловская область;9274;2060;Орловская область;1;Центральный;100546;Менее 100тыс;"
"11100;Нарьян-Мар, Ненецкий автономный округ;24056;2033;Архангельская область;3;Северо-Западный;100546;Менее 100тыс;"
"11736;Натальинск, Свердловская область;1471;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"11737;Наурская, Чеченская Республика;17705;2021;Чеченская Республика;8;Северо-Кавказский;100546;Менее 100тыс;"
"11738;Наушки, Республика Бурятия;2194;2004;Республика Бурятия;4;Дальневосточный;100546;Менее 100тыс;"
"11739;Нахабино, Московская область;56608;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"10287;Находка, Приморский край;133859;2029;Приморский край;4;Дальневосточный;100545;От 100 тыс. до 250 тыс.;"
"11740;Неболчи, Новгородская область;1687;2056;Новгородская область;3;Северо-Западный;100546;Менее 100тыс;"
"10822;Невель, Псковская область;13014;2062;Псковская область;3;Северо-Западный;100546;Менее 100тыс;"
"10903;Невельск, Сахалинская область;10457;2067;Сахалинская область;4;Дальневосточный;100546;Менее 100тыс;"
"10304;Невинномысск, Ставропольский край;113112;2030;Ставропольский край;8;Северо-Кавказский;100545;От 100 тыс. до 250 тыс.;"
"10940;Невьянск, Свердловская область;22079;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"11741;Некрасовский, Московская область;11674;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"11742;Некрасовское, Ярославская область;5930;2077;Ярославская область;1;Центральный;100546;Менее 100тыс;"
"10997;Нелидово, Тверская область;17530;2071;Тверская область;1;Центральный;100546;Менее 100тыс;"
"11743;Нема, Кировская область;2913;2046;Кировская область;7;Приволжский;100546;Менее 100тыс;"
"10494;Неман, Калининградская область;9002;2043;Калининградская область;3;Северо-Западный;100546;Менее 100тыс;"
"10573;Нерехта, Костромская область;18954;2047;Костромская область;1;Центральный;100546;Менее 100тыс;"
"11744;Нерль, Ивановская область;1852;2041;Ивановская область;1;Центральный;100546;Менее 100тыс;"
"10197;Нерчинск, Забайкальский край;15096;2024;Забайкальский край;4;Дальневосточный;100546;Менее 100тыс;"
"10115;Нерюнгри, Республика Саха (Якутия);53366;2015;Республика Саха (Якутия);4;Дальневосточный;100546;Менее 100тыс;"
"10495;Нестеров, Калининградская область;3293;2043;Калининградская область;3;Северо-Западный;100546;Менее 100тыс;"
"11745;Нефтегорск, Краснодарский край;4644;2026;Краснодарский край;2;Южный;100546;Менее 100тыс;"
"10870;Нефтегорск, Самарская область;17717;2065;Самарская область;7;Приволжский;100546;Менее 100тыс;"
"10016;Нефтекамск, Республика Башкортостан;133874;2003;Республика Башкортостан;7;Приволжский;100545;От 100 тыс. до 250 тыс.;"
"10305;Нефтекумск, Ставропольский край;22998;2030;Ставропольский край;8;Северо-Кавказский;100546;Менее 100тыс;"
"11106;Нефтеюганск, Ханты-Мансийский автономный округ - Югра;127950;2083;Ханты-Мансийский автономный округ - Югра;6;Уральский;100545;От 100 тыс. до 250 тыс.;"
"10574;Нея, Костромская область;7439;2047;Костромская область;1;Центральный;100546;Менее 100тыс;"
"11746;Нижнеангарск, Республика Бурятия;3658;2004;Республика Бурятия;4;Дальневосточный;100546;Менее 100тыс;"
"11107;Нижневартовск, Ханты-Мансийский автономный округ - Югра;293130;2083;Ханты-Мансийский автономный округ - Югра;6;Уральский;100544;От 250 тыс. до 500 тыс.;"
"11747;Нижнеивкино (кп.), Кировская область;1575;2046;Кировская область;7;Приволжский;100546;Менее 100тыс;"
"10147;Нижнекамск, Республика Татарстан;240842;2017;Республика Татарстан;7;Приволжский;100545;От 100 тыс. до 250 тыс.;"
"10473;Нижнеудинск, Иркутская область;29271;2042;Иркутская область;5;Сибирский;100546;Менее 100тыс;"
"11748;Нижнеянск, Республика Саха (Якутия);181;2015;Республика Саха (Якутия);4;Дальневосточный;100546;Менее 100тыс;"
"11749;Нижние Вязовые, Республика Татарстан;7046;2017;Республика Татарстан;7;Приволжский;100546;Менее 100тыс;"
"10941;Нижние Серги, Свердловская область;7598;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"11750;Нижний Баскунчак, Астраханская область;2035;2034;Астраханская область;2;Южный;100546;Менее 100тыс;"
"11751;Нижний Бестях, Республика Саха (Якутия);5329;2015;Республика Саха (Якутия);4;Дальневосточный;100546;Менее 100тыс;"
"11752;Нижний Ингаш , Красноярский край;6751;2027;Красноярский край;5;Сибирский;100546;Менее 100тыс;"
"11753;Нижний Кисляй, Воронежская область;2936;2040;Воронежская область;1;Центральный;100546;Менее 100тыс;"
"11754;Нижний Куранах, Республика Саха (Якутия);5428;2015;Республика Саха (Якутия);4;Дальневосточный;100546;Менее 100тыс;"
"10813;Нижний Ломов, Пензенская область;19864;2061;Пензенская область;7;Приволжский;100546;Менее 100тыс;"
"10749;Нижний Новгород, Нижегородская область;1198245;2055;Нижегородская область;7;Приволжский;100542;Другой миллионник;"
"11755;Нижний Одес, Республика Коми;7204;2011;Республика Коми;3;Северо-Западный;100546;Менее 100тыс;"
"10942;Нижний Тагил, Свердловская область;328157;2068;Свердловская область;6;Уральский;100544;От 250 тыс. до 500 тыс.;"
"11756;Нижняя Мактама, Республика Татарстан;9600;2017;Республика Татарстан;7;Приволжский;100546;Менее 100тыс;"
"11757;Нижняя Пойма, Красноярский край;6431;2027;Красноярский край;5;Сибирский;100546;Менее 100тыс;"
"10943;Нижняя Салда, Свердловская область;15929;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"10944;Нижняя Тура, Свердловская область;17510;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"11758;Никель, Мурманская область;8999;2054;Мурманская область;3;Северо-Западный;100546;Менее 100тыс;"
"11759;Николаевка, Еврейская автономная область;6163;2081;Еврейская автономная область;4;Дальневосточный;100546;Менее 100тыс;"
"11760;Николаевка, Республика Мордовия;3585;2014;Республика Мордовия;7;Приволжский;100546;Менее 100тыс;"
"11761;Николаевка, Ульяновская область;5523;2075;Ульяновская область;7;Приволжский;100546;Менее 100тыс;"
"10407;Николаевск, Волгоградская область;13200;2038;Волгоградская область;2;Южный;100546;Менее 100тыс;"
"10315;Николаевск-на-Амуре, Хабаровский край;17471;2031;Хабаровский край;4;Дальневосточный;100546;Менее 100тыс;"
"11762;Никологоры, Владимирская область;4569;2037;Владимирская область;1;Центральный;100546;Менее 100тыс;"
"10424;Никольск, Вологодская область;7522;2039;Вологодская область;3;Северо-Западный;100546;Менее 100тыс;"
"10814;Никольск, Пензенская область;18996;2061;Пензенская область;7;Приволжский;100546;Менее 100тыс;"
"11763;Никольский, Ленинградская область;2400;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"10613;Никольское, Ленинградская область;21186;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"11764;Новая Игирма, Иркутская область;8837;2042;Иркутская область;5;Сибирский;100546;Менее 100тыс;"
"10614;Новая Ладога, Ленинградская область;7069;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"11765;Новая Ляда, Тамбовская область;5369;2070;Тамбовская область;1;Центральный;100546;Менее 100тыс;"
"10945;Новая Ляля, Свердловская область;10454;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"11766;Новая Майна, Ульяновская область;4822;2075;Ульяновская область;7;Приволжский;100546;Менее 100тыс;"
"11767;Новая Чара, Забайкальский край;4081;2024;Забайкальский край;4;Дальневосточный;100546;Менее 100тыс;"
"11768;Новоаганск, Ханты-Мансийский автономный округ - Югра;8964;2083;Ханты-Мансийский автономный округ - Югра;6;Уральский;100546;Менее 100тыс;"
"10306;Новоалександровск, Ставропольский край;25718;2030;Ставропольский край;8;Северо-Кавказский;100546;Менее 100тыс;"
"10189;Новоалтайск, Алтайский край;73292;2023;Алтайский край;5;Сибирский;100546;Менее 100тыс;"
"10408;Новоаннинский, Волгоградская область;14708;2038;Волгоградская область;2;Южный;100546;Менее 100тыс;"
"11769;Новобирюсинский, Иркутская область;3290;2042;Иркутская область;5;Сибирский;100546;Менее 100тыс;"
"11770;Новобурейский, Амурская область;6512;2032;Амурская область;4;Дальневосточный;100546;Менее 100тыс;"
"11771;Нововаршавка, Омская область;5799;2058;Омская область;5;Сибирский;100546;Менее 100тыс;"
"11772;Нововильвенский, Пермский край;25;2028;Пермский край;7;Приволжский;100546;Менее 100тыс;"
"10437;Нововоронеж, Воронежская область;30434;2040;Воронежская область;1;Центральный;100546;Менее 100тыс;"
"11773;Новогуровский, Тульская область;3581;2073;Тульская область;1;Центральный;100546;Менее 100тыс;"
"10334;Новодвинск, Архангельская область;32366;2033;Архангельская область;3;Северо-Западный;100546;Менее 100тыс;"
"11774;Новодрожжино, Московская область;3296;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"11775;Новозавидовский, Тверская область;5375;2071;Тверская область;1;Центральный;100546;Менее 100тыс;"
"10364;Новозыбков, Брянская область;37852;2036;Брянская область;1;Центральный;100546;Менее 100тыс;"
"11776;Новоивановское, Московская область;13705;2053;Московская область;1;Центральный;100546;Менее 100тыс;"
"11777;Новоильинский, Пермский край;2808;2028;Пермский край;7;Приволжский;100546;Менее 100тыс;"
"11778;Новокасторное, Курская область;1487;2049;Курская область;1;Центральный;100546;Менее 100тыс;"
"11779;Новокручининский, Забайкальский край;8790;2024;Забайкальский край;4;Дальневосточный;100546;Менее 100тыс;"
"10221;Новокубанск, Краснодарский край;33048;2026;Краснодарский край;2;Южный;100546;Менее 100тыс;"
"10539;Новокузнецк, Кемеровская область;528747;2045;Кемеровская область;5;Сибирский;100543;От 500 тыс. до 1млн.;"
"10871;Новокуйбышевск, Самарская область;95862;2065;Самарская область;7;Приволжский;100546;Менее 100тыс;"
"11780;Новомихайловский, Краснодарский край;10177;2026;Краснодарский край;2;Южный;100546;Менее 100тыс;"
"10859;Новомичуринск, Рязанская область;16407;2064;Рязанская область;1;Центральный;100546;Менее 100тыс;"
"11021;Новомосковск, Тульская область;115938;2073;Тульская область;1;Центральный;100545;От 100 тыс. до 250 тыс.;"
"11781;Новониколаевский, Волгоградская область;8729;2038;Волгоградская область;2;Южный;100546;Менее 100тыс;"
"11782;Новоорловск, Забайкальский край;3012;2024;Забайкальский край;4;Дальневосточный;100546;Менее 100тыс;"
"11783;Новопавловка, Забайкальский край;2687;2024;Забайкальский край;4;Дальневосточный;100546;Менее 100тыс;"
"10307;Новопавловск, Ставропольский край;20490;2030;Ставропольский край;8;Северо-Кавказский;100546;Менее 100тыс;"
"11784;Ново-Писцово, Ивановская область;2175;2041;Ивановская область;1;Центральный;100546;Менее 100тыс;"
"11785;Новопокровка, Тамбовская область;1513;2070;Тамбовская область;1;Центральный;100546;Менее 100тыс;"
"11786;Новорайчихинск, Амурская область;1095;2032;Амурская область;4;Дальневосточный;100546;Менее 100тыс;"
"10823;Новоржев, Псковская область;3061;2062;Псковская область;3;Северо-Западный;100546;Менее 100тыс;"
"10222;Новороссийск, Краснодарский край;261973;2026;Краснодарский край;2;Южный;100544;От 250 тыс. до 500 тыс.;"
"11787;Новоселье, Ленинградская область;11711;2050;Ленинградская область;3;Северо-Западный;100546;Менее 100тыс;"
"11788;Новосемейкино, Самарская область;10253;2065;Самарская область;7;Приволжский;100546;Менее 100тыс;"
"10777;Новосибирск, Новосибирская область;1637266;2057;Новосибирская область;5;Сибирский;100542;Другой миллионник;"
"10806;Новосиль, Орловская область;2847;2060;Орловская область;1;Центральный;100546;Менее 100тыс;"
"10824;Новосокольники, Псковская область;6556;2062;Псковская область;3;Северо-Западный;100546;Менее 100тыс;"
"11789;Новоспасское, Ульяновская область;10389;2075;Ульяновская область;7;Приволжский;100546;Менее 100тыс;"
"10795;Новотроицк, Оренбургская область;73994;2059;Оренбургская область;7;Приволжский;100546;Менее 100тыс;"
"10889;Новоузенск, Саратовская область;14813;2066;Саратовская область;7;Приволжский;100546;Менее 100тыс;"
"11038;Новоульяновск, Ульяновская область;13309;2075;Ульяновская область;7;Приволжский;100546;Менее 100тыс;"
"10946;Новоуральск, Свердловская область;76982;2068;Свердловская область;6;Уральский;100546;Менее 100тыс;"
"10438;Новохопёрск, Воронежская область;5488;2040;Воронежская область;1;Центральный;100546;Менее 100тыс;"
